iso_code	sil_code	wals_code	population	raw_population
jaq	JAQ	yqy	10000	10,000 (1987 SIL).
jar	JAR	jar	150000	150,000 (1978 MARC). Population includes 20,000 Bankal, 19,000 Gingwak.
jav	JAN	jav	75508300	75,200,000 in Indonesia (1989). Population includes 500,000 Banten, 2,500,000 Cirebon. About 25,000 in South Sulawesi. Population total all countries: 75,508,300.
jbj	JBJ	ard	1000	1,000 (1987 SIL).
jbt	JBT	jbt	5	5 (1990).
jbu	JBU	juk	2438	2,438 in Cameroon (2000 WCD).
jeb	JEB	jeb	Ethnic	Ethnic population: 2,000 to 3,000 (2000 W. Adelaar).
jeh	JEH	jeh	23256	15,243 in Viet Nam (2002 SIL). Population total all countries: 23,256.
jei	JEI	yei	900	900 (1996 M. Donohue). Ethnic population: 1,100 (1996 M. Donohue).
jel	JEL	ylm	400	400 (1978 SIL).
jet	JET	mem	900	500 in Papua New Guinea (1993 SIL). Population total all countries: 900.
jhi	JHI	jah	1250	1,250 (1981 Wurm and Hattori). Ethnic population: 1,375 (2000 D. Bradley).
jic	JIC	tol	350	350 (1997). Ethnic population: 593 (1990 Educación Comunitaria para la Salud-Honduras). Also 19,000 ethnic Tolpan in the Department of Yoro.
jig	JIG	dji	10	10 (1997).
jiu	JIU	jin	13000	13,000 (2000). Most speakers are monolingual.
jiv	JIV	jiv	46669	46,669 (2000 WCD). Ethnic population: 15,000 to 50,000 (Montaluisa).
jiy	JIY	jin	1000	1,000 (1994). Most are monolingual. Ethnic population: 18,021 (1990 census).
jle	MAS	msk	38000	38,000 (1982 SIL). Population includes Dajik.
jmd	JMD	ymd	25000	25,000 (1991 SIL). Ethnic population: 35,000 to 40,000 (1991 SIL).
jna	JNA	zha	1990	1,990 (1998).
jnj	JNJ	yms	81613	81,613 (1998 census). Ethnic population: 165,184 (1998 census).
jpn	JPN	jpn	122433899	121,050,000 in Japan (1985). Population total all countries: 122,433,899.
jqr	JQR	jaq	736	736 (2000 W. Adelaar). Population includes 725 Jaqaru, 11 Kawki. Ethnic population: 2,000 (2000 W. Adelaar).
jru	JRU	jpr	90	90 to 100 (2002 SIL). Ethnic population: 152 (2000 WCD).
jsl	JSL	nih	317000	317,000 (1986 Gallaudet Univ.).
juc	JUC	jur	Extinct	Extinct.
jun	JUN	jun	50000	50,000 (2000).
jup	JUP	hpd	1358	1,208 in Brazil (1995 SIL). Population total all countries: 1,358.
jur	JUR	jrn	181	181 (1998 SIL).
jya	JYA	jia	83000	83,000 (1999 Sun Hongkai). 25,000 monolinguals. Ethnic population: 151,197 including 139,000 in Situ Jiarong, 12,197 in Chabao and Sidaba (1993 Lin).
kaa	KAC	kkp	411542	407,000 in Uzbekistan (1993 UBS). Population total all countries: 411,542. Ethnic population: 424,000 in the former USSR.
kab	KYL	kbl	3123000	2,537,000 in Algeria (1995). Estimates by some sources are up to 6,000,000 in Algeria (1998). 49,000 in Belgium. Population total all countries: 3,123,000.
kac	CGP	jng	940000	900,000 in Myanmar (2001 Johnstone and Mandryk). Population total all countries: 940,000.
kah	KAH	kar	4800	4,800 (1996).
kal	ESG	gre	54800	47,800 in Greenland (1995 Krauss). Population includes 3,000 East Greenlandic, 44,000 West Greenlandic, 800 North Greenlandic. Population total all countries: 54,800.
kal	ESG	gso	54800	47,800 in Greenland (1995 Krauss). Population includes 3,000 East Greenlandic, 44,000 West Greenlandic, 800 North Greenlandic. Population total all countries: 54,800.
kal	ESG	grw	54800	47,800 in Greenland (1995 Krauss). Population includes 3,000 East Greenlandic, 44,000 West Greenlandic, 800 North Greenlandic. Population total all countries: 54,800.
kam	KIK	kba	2448300	2,448,300 (1989 census).
kan	KJV	knd	35346000	35,346,000 (1997).
kao	KAO	xas	128170	120,000 in Mali (1991). Population total all countries: 128,170.
kap	KAP	bez	3000	3,000 (1993 UBS). Ethnic population: 4,000 (1990 Kibrik).
kaq	KAQ	cap	387	387 (2000 WCD). No monolinguals. Ethnic population: 400 (2000 W. Adelaar).
kas	KSH	kas	4611000	4,391,000 in India. Population includes including 4,370,000 Kashmiri, 21,000 Kishtwari (1997). Population total all countries: 4,611,000.
kat	GEO	geo	4178604	3,901,380 in Georgia (1993 UBS). Population total all countries: 4,178,604. Ethnic population: 3,981,000 (1993 UBS).
kay	KAY	kma	279	279 (1995 AMTB).
kaz	KAZ	kaz	8178879	5,293,400 in Kazakhstan (1979 census). Population total all countries: 8,178,879.
kbc	KBC	kdw	1200	1,200 (1995 SIL).
kbd	KAB	kab	1012000	443,000 in Russia. Population includes 46,000 Cherkes in Russia (1993 UBS), 97% speak it as first language. Population total all countries: 1,012,000.
kbh	KBH	cam	4022	4,022 (1998 Arango and Sánchez). Ethnic population: 4,020.
kbk	KBK	koi	1700	1,700 (2000 Wurm). 10% monolingual.
kbl	KBL	kbu	389028	389,028 (1993 census). Population includes 168,441 in Lac Prefecture, 68,032 in Chari-Baguirmi Prefecture.
kbp	KBP	kby	730000	700,000 in Togo (1998 SIL). Population total all countries: 730,000.
kbq	KBQ	kak	63170	63,170 (2000 census).
kbr	KBR	kef	569626	569,626. 445,018 monolinguals (1998 census). Ethnic population: 599,188 (1998 census).
kbv	KBV	der	1687	1,000 in Indonesia (1987 SIL). Population total all countries: 1,687.
kbx	KBX	kbo	7000	7,000 (1990 UBS).
kca	KCA	kty	12000	12,000 (1994 Salminen, 1994 Janhunen). Ethnic population: 21,000.
kcd	KCD	knp	150	150 (1996 Mark Donohue).
kcg	KCG	gwo	130000	130,000 (1993 SIL).
kck	KCK	klz	850000	700,000 in Zimbabwe (2000 Chebanne). Population total all countries: 850,000.
kcl	KCL	kap	2145	2,145 (1980 census).
kcn	KCN	nub	24739	14,739 in Uganda (1991 census). Population total all countries: 24,739.
kcr	KCR	ktl	14208	14,208 (1984 R. C. Stevenson).
kct	KCT	kai	322	322 (1981 Wurm and Hattori).
kcu	KCU	kmi	16411	16,411 (2000 WCD).
kcv	KCV	kte	8400	8,400 (2002).
kdd	KDD	ynk	200	200 to 300 (1985 Cliff Goddard).
kde	KDE	mkd	1373358	1,140,000 in Tanzania (2001 Johnstone and Mandryk). Population total all countries: 1,373,358.
kdh	KDH	tem	307100	204,100 in Togo (1991). Population total all countries: 307,100.
kdj	KDJ	kmj	370000	370,000 (1994 UBS). Population includes 50,000 Jie (1986 MARC).
kdm	KDM	kgm	25391	25,391 (2000 WCD).
kdr	KDR	krm	3	3 (2000). Ethnic population: 5,000 in Lithuania.
kee	KEE	ksa	4580	4,580. Population includes 463 Zia, 229 Santa Ana, 1,560 San Felipe, 1,888 Santo Domingo, 384 Cochiti. Ethnic population: 5,701 including 602 Zia, 374 Santa Ana, 1,789 San Felipe, 2,140 Santo Domingo, 796 Cochiti.
kei	KEI	kei	85000	85,000 (2000 Ed Travis). 4,500 monolinguals.
kek	KEK	kek	421286	400,000 in Guatemala (1998 SIL). Population total all countries: 421,286.
ken	KEN	kyg	65000	65,000 (1992 SIL).
ker	KER	ker	50523	44,523 in Chad (1993 census). Population total all countries: 50,523.
ket	KET	ket	550	550 to 990 (1995 M. Krauss). Ethnic population: 1,222 (2000).
kew	KEW	kew	45000	45,000 (2000 census).
kex	KEX	kkz	570419	570,419 (1981 census).
kfa	KFA	kod	122000	122,000 (1997).
kfb	KFB	kol	50000	50,000 (1989 F. Blair). All Kolami 115,000 (1997).
kfc	KFC	kda	15000	15,000 (2000).
kfe	KFE	kot	2000	2,000 (1992).
kff	KFF	koy	330000	330,000 (1997). Population includes 24,320 Dorli (1972 census). Estimates up to 10,000,000 speakers.
kfk	KFK	knn	48778	48,778 in Kinnaur District in India.
kfq	KFQ	kku	478000	478,000 (1997).
kfy	KFY	joh	2360000	2,360,000 in India (1998).
kfy	KFY	kum	2360000	2,360,000 in India (1998).
kfz	KFZ	kfe	196100	196,000 in Burkina Faso (2001 Johnstone and Mandryk). Population total all countries: 196,100.
kgg	KGG	kus	Extinct	Extinct. Ethnic population: 164.
kgj	KGJ	kmh	10000	10,000 (1988).
kgk	KGK	kaw	15512	15,000 in Brazil (1994 SIL). Population total all countries: 15,512.
kgo	KGO	kro	21688	21,688 (1984 R. C. Stevenson).
kgp	KGP	kng	18000	18,000 (1989 SIL).
kgq	KGQ	kmr	8000	8,000 (1987 SIL).
kgr	KGR	abu	3000	3,000 (1995 SIL).
kgs	KGS	gum	10	10 (2000).
kha	KHI	khs	865000	865,000 in India (1997).
khb	KHB	lu	672064	250,000 in China (1990 Svantesson). 50% monolingual. Population total all countries: 672,064.
khc	KHC	tuk	120000	120,000 in Indonesia (1995 SIL). Population includes 60,000 in Maluku.
khd	KHD	knb	10	10 (1996 Mark Donohue).
khe	KHE	krw	700	700 (1998 M. Donohue).
khk	KHK	kha	2337095	2,329,000 in Mongolia (1995). Population includes 32,300 Dariganga. Population total all countries: 2,337,095.
khl	KHL	kkv	2000	2,000 (1994 SIL).
khm	KMR	khm	13276639	12,110,065 in Cambodia (2004). Population total all countries: 13,276,639.
khq	KHQ	kch	200000	200,000 (1999 SIL).
khr	KHR	khr	293575	292,000 in India (1997). Population total all countries: 293,575.
khv	KHV	khv	500	500 (1990). Ethnic population: 500 (1990 A. E. Kibrik).
khw	KHW	khw	242000	222,800 in Pakistan (1992). Population total all countries: 242,000.
kia	KIA	ksp	15354	15,354 (1993 census).
kic	KIC	kic	839	539 in the USA (1990 census). 6 monolinguals. Population total all countries: 839.
kig	KIG	kim	3000	3,000 (1987 SIL).
kii	KII	kit	Extinct	Extinct. Ethnic population: 2,000 (1997 Scott DeLancey).
kij	KIJ	klv	20000	20,000 (2000 Tryon). 60% monolingual.
kik	KIU	kik	5347000	5,347,000 (1994 I. Larsen BTL).
kim	KIM	tof	25	25 to 30 (2001). Ethnic population: 730 (1989 census).
kin	RUA	kin	7275292	6,491,700 in Rwanda (1998). Population total all countries: 7,275,292.
kio	KIO	kio	1092	1,092 (1990 census). Ethnic population: 6,000 (1977 SIL).
kir	KDO	kgz	3136733	2,448,220 in the former USSR (1993 UBS). Population total all countries: 3,136,733.
kir	KDO	kfy	3136733	2,448,220 in the former USSR (1993 UBS). Population total all countries: 3,136,733.
kiw	KIW	kiw	4400	4,400 (1986 Foley). Population includes 1,300 in Kope, 700 in Gibaio, 1,700 in Urama, 700 in Arigibi.
kiy	KIY	kkr	250	250 (1982 SIL). Most are monolingual.
kjb	KJB	kea	77700	77,700 in Guatemala (1998).
kjc	KJC	kjo	125000	125,000 (1991 SIL). Population includes 50,000 Kajang, 10,000 Tiro.
kjd	KJD	kiw	9700	9,700 (1975 Wurm). Population includes 3,800 in Coast, 1,000 in Daru, 4,500 in Island Kiwai, 400 in Doumori.
kje	KJE	ksr	20000	20,000 (1995 SIL).
kjg	KJG	kmu	479739	389,694 in Laos (1985 F. Proschan). Population total all countries: 479,739.
kjh	KJH	khk	64810	64,800 in Russia (1993 UBS). Population total all countries: 64,810. Ethnic population: 80,000 in Russia.
kjj	KJJ	khi	1500	1500
kjn	KJN	kjn	20	20 to 25 (1991 Bruce Sommer). 40 with some knowledge. Ethnic population: 300 (1991 Bruce Sommer).
kjp	KJP	kpw	1050000	1,000,000 in Myanmar (1998). Population total all countries: 1,050,000.
kjq	KJQ	aco	3391	3,391 (1980 census). Population includes 1,695 Laguna, 1,696 Acoma. Ethnic population: 5,880, including 3,526 Laguna, 2,354 Acoma (1980 census).
kjs	KJS	kew	45000	45,000 (2000 census).
kju	KJU	ksh	45	45 (1994 L. Hinton).
kki	KKI	kgr	217000	217,000 (1987).
kkk	KKK	kkt	530	530 (1999 SIL).
kkl	KKL	yal	2300	2,300 (1993 Doriot). Nearly 100% are monolingual. Ethnic population: 2,300.
kkw	KKW	tks	38787	38,787 (2000 WCD).
kky	KKY	guu	20	20 to 30 (1991 Wayne Rosendale). 200 to 300 know and understand the language but prefer English. Ethnic population: 400 (1990 Schmidt).
kla	KLA	klm	1	1 (1998 N.Y. Times, April 9, p. A20). Ethnic population: 2,000 (1997 Scott DeLancey).
klb	KLB	klw	24	24 to 32 (1994 SIL).
kld	KLD	gml	3	3 (1997 Coonabarabran Public School).
kld	KLD	yuw	3	3 (1997 Coonabarabran Public School).
kle	KLE	klg	18686	18,686 in Nepal (2001 census).
klj	KLJ	khl	42107	42,107 (2000 WCD).
kln	KLN	nan	2458123	2,458,123 (1989 census). Population includes 471,459 Kipsigis, 261,969 Nandi, 110,908 Keiyo, 130,249 Tugen (1980 Heine and Möhlig).
klq	KLQ	rum	1000	1,000 (1985 UBS).
klr	KLR	khg	9288	9,288 in Nepal (2001 census).
kls	KLS	klh	5029	5,029 (2000 WCD).
klu	KLU	kla	192000	184,000 in Liberia (1991 Vanderaa). Population total all countries: 192,000.
kma	KMA	kni	3800	3,800 (2003 GILLBT).
kmc	KMC	don	1000000	1,000,000. 68% of the 1,463,000 Dong speakers speak Southern Dong.
kmg	KMG	kat	6125	6,125 (1978 McElhanon).
kmh	KMH	klq	15000	15,000 (1991 SIL).
kmj	KMJ	mto	20179	20,179 (2000 WCD). Population includes several thousand in West Bengal.
kmn	KMN	awt	506	506 (2003 SIL).
kmo	KMO	kwo	3000	3,000 (2003 SIL).
kmr	KUR	kji	9113505	3,950,000 in Turkey (1980). Population total all countries: 9,113,505. Ethnic population: 6,500,000 in Turkey (1993 Johnstone).
kmt	KMT	kmt	2500	2,500 (1987 SIL).
kmz	KMZ	tex	400000	400,000 (1977 Doerfer).
kmz	KMZ	twx	400000	400,000 (1977 Doerfer).
kna	KNA	knk	20000	20,000 (1973 SIL).
knc	KPH	knr	3425138	3,000,000 in Nigeria (1985 Gunnemark and Kenrick). Population total all countries: 3,425,138.
kne	KNE	kky	150000	150,000 (1991 SIL). All Kankanai 218,279 (1990 census).
knf	MAN	mkn	68955	40,855 in Guinea-Bissau (2002). Population total all countries: 68,955.
knj	KNJ	kwe	58600	48,500 in Guatemala (1998). Population total all countries: 58,600.
knk	KHA	kko	305200	250,000 in Sierra Leone (1995). Population total all countries: 305,200.
knm	KNM	cnm	647	647 (1995 SIL).
knn	KNK	kkn	4000000	4,000,000 (1999 WA). Population includes 99,000 Thakuri (1991).
knw	KNW	xun	6899	1,757 in Namibia (2000). Population total all countries: 6,899.
kny	KNY	kyo	200000	200,000 (1991 UBS).
koe	KOE	blj	14120	10,000 in Sudan (2003). Almost completely monolingual. Population total all countries: 14,120.
kog	KOG	cog	9770	9,770 (2000 SIL). Nearly all are monolingual. Ethnic population: 11,000 (1998 census).
koi	KOI	kop	116000	116,000 (1979 census). Ethnic population: 151,000.
kor	KKN	kor	67019690	42,000,000 in South Korea (1986). Population total all countries: 67,019,690.
kos	KSI	kos	8000	8,000 in Micronesia (2001 Johnstone and Mandryk).
kot	KOT	lag	10000	10,000 in Cameroon (SIL 2003). All Kotoko languages: 167,471.
koy	KOY	kyn	300	300 (1995 Krauss). Ethnic population: 2,300 (1995 Krauss).
kpc	KPC	cur	3719	2,699 in Colombia (2000 WCD). 6,943 in Colombia including Baniwa. Population total all countries: 3,719.
kpg	KPG	kpn	3000	3,000 (1995 SIL). Population includes 1,500 on Kapingamarangi and 1,500 in Porakiet village on Ponape.
kpj	KPJ	jva	1700	1,700 (1995 SIL). Population includes 383 Javaé (1986 SIL).
kpk	KPK	kpa	11386	11,386 (2000 WCD).
kpm	KPM	sre	128723	128,723 in Viet Nam (1999 census).
kpo	KPO	kpo	162500	155,000 in Togo (2002 SIL). Population total all countries: 162,500.
kpr	KPR	krf	3625	3,625 (2003 SIL). Population includes 2,755 in Korafe dialect and 850 in Yegha dialect living in the area.
kps	KPS	tht	10000	10,000 (2000 R. Hesse). 500 monolinguals.
kpt	KPT	krt	5000	5,000 (1990). Ethnic population: 5,000 (1990 A. E. Kibrik).
kpv	KPV	kzy	262200	262,200 (1993 UBS). Ethnic population: 345,000.
kpv	KPV	yzv	262200	262,200 (1993 UBS). Ethnic population: 345,000.
kpw	KPW	kob	6000	6,000 (1991 SIL).
kpx	KPX	kmo	1700	1,700 (1975 SIL). 50% monolingual.
kpy	KPY	kry	3500	3,500 (1997 M. Krauss). Ethnic population: 7,000.
kpz	KPZ	seb	120000	120,000 (1994 UBS).
kqi	KQI	kta	2700	2,700 (2000 Wurm).
kqs	KQS	kis	326500	286,500 in Guinea (1991 Vanderaa). Population total all countries: 326,500.
kqy	KQY	kjr	103879	103,879. 84,388 monolinguals (1998 census). About 60 Harro families in Harro village on Gidicho (Gidicció) Island. Ethnic population: 107,595 (1998 census).
kqz	KQZ	krn	Extinct	Extinct. Ethnic population: 10,000 in South Africa (1972 Barrett).
krc	KRC	krc	241038	236,000 in Russia (1993 UBS). Population includes 156,000 Karachay, 85,000 Balkar. Population total all countries: 241,038.
krg	KRG	krw	100	100 (1998 M. Donohue).
krk	KRK	krq	2	2 (1997 M. Krauss). There were 200 to 400 speakers in 1900. Ethnic population: 400.
krl	KRL	krl	128000	118,000 in Russia (1993 Johnstone). Population total all countries: 128,000. Ethnic population: 172,000 in Russia.
krs	KRS	kre	16000	16,000 in Sudan (1987 SIL).
kru	KVN	kur	2053000	2,053,000 in India (1997). Population includes 1,834,000 Oraon, 219,000 Kisan.
kry	KRY	krz	6000	6,000 (1975 SIL).
ksb	KSB	shm	664000	664,000 (2001 Johnstone and Mandryk).
ksd	KSD	tla	61000	61,000 (1991 SIL).
ksf	KSF	bfi	60000	60,000 (1991 UBS).
ksh	KOR	grp	250000	250,000 (1997 Holger Jakobs).
ksi	KRO	isa	421	421 (2003 SIL).
ksq	KSQ	kwm	10000	10,000 (1990).
kss	KSS	kis	200000	115,000 in Liberia (1995). Population total all countries: 200,000.
kss	KSS	kss	200000	115,000 in Liberia (1995). Population total all countries: 200,000.
kst	KST	kow	20000	20,000 (1999 SIL).
ksw	KSW	ksg	1584700	1,284,700 in Myanmar (1983). Population total all countries: 1,584,700.
ksx	KSX	ked	30000	30,000 (1997 N. Johnston).
ktd	KTD	gug	3	3 (1981 Wurm and Hattori).
ktg	KTG	kgu	Extinct	Extinct.
ktn	KTN	kna	200	200 (2000 SIL).
kto	KTO	kuo	2400	2,400 (2002 SIL).
ktu	KTU	ktb	4200000	4,200,000 (1990 UBS).
ktv	KTV	ktu	50458	50,458 (1999 census).
ktw	KTW	kto	Extinct	Extinct. Ethnic population: 92 (1982 SIL).
ktz	KTZ	juh	5000	5,000 in Botswana (2002).
kue	KUE	kmn	80000	80,000 (1994 SIL). 10,000 monolinguals.
kuf	KUF	ktu	14700	14,700 (1998).
kum	KSK	kuq	282554	282,000 in Russia (1993 UBS). Population total all countries: 282,554.
kun	KUM	knm	108883	107,000 in Eritrea (2001 Johnstone and Mandryk). Population includes 1,000 in Ilit, 600 in Odasa. Population total all countries: 108,883.
kup	KUP	kmp	11000	11,000 (1991 SIL). Population includes 1,429 in Morobe Province (1978 McElhanon).
kuq	KUQ	kdg	12	12 to 15 (2000 SIL).
kut	KUN	kut	12	6 in Canada (2002 Poser). Population total all countries: 12.
kuu	KUU	uku	40	40 (1995 Krauss). 3 households (1997). Ethnic population: 160 (1995 Krauss).
kuy	QKL	kuu	100	100 (1981 Wurm and Hattori).
kuz	KUZ	atm	Extinct	Extinct. A few speakers were located in 1949 and since by anthropologists. Ethnic population: 2,000 (2000 W. Adelaar).
kva	KVA	bgv	2000	2,000 (1990). Ethnic population: 2,000 (1990 A. E. Kibrik).
kvc	KVC	kkv	6750	6,750 (1994 SIL).
kvd	KVD	kiu	4242	4,242 (2000 WCD). Ethnic population: 5,000 (1981 Wurm and Hattori).
kvg	KVG	boa	2500	2,500 (2001 SIL).
kvk	KVK	ssl	No	No estimate available.
kvn	KUA	kun	1576	876 in Colombia (2000 WCD). Population total all countries: 1,576.
kvo	KVO	dob	8000	8,000 (2000 SIL). Population includes 6,500 plus 1,000 outside the area; 2,700 in Northern Dobel, 1,800 in Straits Dobel, 1,400 in Southeast Dobel.
kvv	KVV	koo	7700	7,700 (1995 SIL).
kvw	KVW	kln	3700	3,700 (1997 Grimes, Therik, Grimes, Jacob).
